,S.No,actual,name,title,male,culture,dateOfBirth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity
1208,1209,1,Mariya Darry,,0,,,,,,House Darry,Merrett Frey,0,1,1,1,0,,,,0.0,1,0,,0,0,0,0.190635451505016
1209,1210,1,Marissa Frey,,0,,286.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,19.0,0,0,0,0.160535117056856
1210,1211,1,Maron Martell,Prince of Dorne,1,Dornish,,,,,House Martell,Daenerys Targaryen,0,0,0,1,1,,,,1.0,1,1,,5,1,0,0.0367892976588628
1211,1212,1,Maron Volmark,Volmark,1,Ironborn,283.0,,,,House Volmark,,0,0,1,1,1,,,,,0,1,22.0,0,0,0,0.0434782608695652
1212,1213,1,Marq Rankenfell,Lord Commander of the Night's Watch,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0501672240802675
1213,1214,1,Marsella Waynwood,,0,,,,,,House Waynwood,Stevron Frey,0,1,1,1,0,,,,0.0,1,0,,0,0,0,0.0969899665551839
1214,1215,0,Matarys Targaryen,Prince,1,,184.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,25.0,0,0,0,0.100334448160535
1215,1216,1,Martyn Rivers,,0,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0301003344481605
1216,1217,1,Martyn Lannister,,1,,285.0,,,,House Lannister,,0,1,1,1,1,,,,,0,0,20.0,5,1,0,0.137123745819397
1217,1218,1,Marwyn Belmore,Ser,1,,,,,,House Belmore,,0,1,1,1,0,,,,,0,1,,0,0,0,0.0234113712374581
1218,1219,1,Mathis Frey,,0,,294.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,11.0,0,0,0,0.0836120401337792
1219,1220,1,Matthar,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0234113712374581
1220,1221,0,Mawney,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0234113712374581
1221,1222,0,Medgar Tully,Lord Paramount of the Trident,1,Rivermen,,,,,House Tully,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0167224080267558
1222,1223,0,Medger Cerwyn,Cerwyn,1,Northmen,,,,,House Cerwyn,,1,1,0,0,0,,,,,0,1,,1,1,0,0.0635451505016722
1223,1224,1,Megga Tyrell,,0,,286.0,,,,House Tyrell,,0,0,1,1,1,,,,,0,0,19.0,0,0,0,0.153846153846153
1224,1225,1,Meldred Merlyn,Lord of Pebbleton,0,Ironborn,,,,,House Merlyn,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0234113712374581
1225,1226,1,Melesa Crakehall,,0,,,,,,House Crakehall,Lyonel Frey,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.0501672240802675
1226,1227,1,Melara Crane,,0,,,,,,House Crane,Alester Florent,0,1,1,1,0,,,,0.0,1,0,,0,0,0,0.0668896321070234
1227,1228,1,Melessa Florent,,0,,,,,,House Florent,Randyll Tarly,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.0869565217391304
1228,1229,1,Mellara Rivers,,0,,,,,,House Frey,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0167224080267558
1229,1230,1,Melwyn Sarsfield,Ser,1,,,,,,House Sarsfield,Shierle Swyft,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.0301003344481605
1230,1231,1,Melwys Rivers,Maester,0,,,,,,,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0234113712374581
1231,1232,1,Meredyth Crane,,0,,,,,,House Crane,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0301003344481605
1232,1233,1,Merianne Frey,,0,,288.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,17.0,0,0,0,0.0836120401337792
1233,1234,1,Merlon Crakehall,Ser,1,,,,,,House Crakehall,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0267558528428093
1234,1235,1,Mezzara,Cupbearer,1,Ghiscari,,,,,House of Merreq,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0167224080267558
1235,1236,1,Mina Tyrell,,0,,,,,,House Tyrell,Paxter Redwyne,1,1,1,1,1,,,,1.0,1,0,,0,0,0,0.163879598662207
1236,1237,1,Moelle,Septa,0,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0301003344481605
1237,1238,1,Monterys Velaryon,Lord of the Tides,1,,293.0,,,,House Velaryon,,0,0,1,1,0,,,,,0,1,12.0,0,0,0,0.020066889632107
1238,1239,1,Moredo Prestayn,Tradesman-Captain,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535
1239,1240,0,Monford Velaryon,Lord of the Tides,1,Valyrian,,,,,House Velaryon,,0,1,1,0,0,,,,,0,1,,0,0,0,0.0234113712374581
1240,1241,1,Moribald Chester,Greenshield,0,,,,,,House Chester,,0,0,0,1,1,,,,,0,1,,0,0,0,0.020066889632107
1241,1242,1,Morton Waynwood,Ser,1,,,,,,House Waynwood,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0367892976588628
1242,1243,1,Morya Frey,Lady,0,,268.0,,,,House Frey,Flement Brax,0,1,1,1,1,,,,1.0,1,1,37.0,0,0,0,0.120401337792642
1243,1244,1,Mullin,Maester,0,,,,,,Night's Watch,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0234113712374581
1244,1245,1,Moryn Tyrell,,1,,,,,,House Tyrell,,1,1,1,1,1,,,,,0,0,,0,0,0,0.140468227424749
1245,1246,1,Munda,,1,Free Folk,,,,,,Longspear Ryk,0,0,1,1,1,,,,1.0,1,0,,0,0,0,0.0267558528428093
1246,1247,0,Muttering Bill,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.020066889632107
1247,1248,1,Mushroom,,1,,,,,,House Targaryen,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0468227424749163
1248,1249,0,Murmison,Septon,1,,,,,,Faith of the Seven,,0,0,1,0,0,,,,,0,0,,0,0,0,0.31438127090301
1249,1250,1,Mylenda Caron,,1,,258.0,,,,House Caron,Petyr Frey,0,1,1,1,0,,,,0.0,1,0,47.0,0,0,0,0.107023411371237
1250,1251,1,Myles Smallwood,Hand of the King,1,,,,,,House Smallwood,,0,0,1,0,0,,,,,0,1,,0,0,0,0.167224080267558
1251,1252,0,Myles Mooton,Ser,1,,,,,,House Mooton,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0267558528428093
1252,1253,1,Myria Jordayne,,1,Dornish,,,,,House Jordayne,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0133779264214046
1253,1254,1,Myles Manwoody,Ser,1,,,,,,House Manwoody,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0267558528428093
1254,1255,1,Mysaria,Mistress of whisperers,0,Lysene,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046
1255,1256,1,Myrielle Lannister,,0,,,,,,House Lannister,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0702341137123745
1256,1257,1,Noho Dimittis,,1,Braavosi,,,,,Iron Bank of Braavos,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0133779264214046
1257,1258,1,Norne Goodbrother,Shatterstone,0,Ironborn,,,,,House Goodbrother of Shatterstone,,0,1,1,1,1,,,,,0,1,,0,0,0,0.020066889632107
1258,1259,1,Norbert Vance,Lord of Atranta,1,,,,,,House Vance of Atranta,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0367892976588628
1259,1260,1,Nymella Toland,Ghost Hill,0,Dornish,,,,,House Toland,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0434782608695652
1260,1261,1,Nysterica,Septa,0,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0267558528428093
1261,1262,1,Ollidor,Septon,1,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0167224080267558
1262,1263,0,Ollo Lophand,,1,Tyroshi,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0367892976588628
1263,1264,1,Olyvar Frey,,1,,281.0,,,,House Frey,,1,1,1,1,1,,,,,0,0,24.0,1,1,0,0.0836120401337792
1264,1265,1,Omer Blackberry,,0,,,,,,House Blackberry,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0234113712374581
1265,1266,1,Olymer Tyrell,Ser,1,,,,,,House Tyrell,Lysa Meadows,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.130434782608695
1266,1267,1,Ondrew Locke,Lord of Oldcastle,1,Northmen,,,,,House Locke,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0367892976588628
1267,1268,0,Orbert Caswell,Lord Commander of the Night's Watch,1,,,,,,House Caswell,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0568561872909698
1268,1269,0,Ordello,Magister of Pentos,0,Pentoshi,,,,,,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0133779264214046
1269,1270,1,Omer Florent,Maester,0,,,,,,,,0,1,1,1,0,,,,,0,1,,0,0,0,0.0702341137123745
1270,1271,1,Orland of Oldtown,,1,,,,,,House Baratheon of King's Landing,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0066889632107023
1271,1272,1,Ormond Yronwood,Yronwood,0,,,,,,House Yronwood,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0
1272,1273,0,Orphan Oss,,0,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0234113712374581
1273,1274,1,Osbert Serry,Lord of Southshield,0,,,,,,House Serry,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0267558528428093
1274,1275,1,Osmund Frey,,0,,297.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,8.0,0,0,0,0.0501672240802675
1275,1276,1,Oswell Kettleblack,,1,,,,,,House Kettleblack,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0568561872909698
1276,1277,0,Ossifer Plumm,Lord,1,,,,,,House Plumm,Elaena Targaryen,0,0,1,1,1,,,,0.0,1,1,,0,0,0,0.0869565217391304
1277,1278,1,Otho Bracken,Ser,1,,,,,,House Bracken,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0267558528428093
1278,1279,0,Ottyn Wythers,Ser,0,,230.0,,,,House Wythers,,0,1,1,0,0,,,,,0,1,69.0,0,0,0,0.0434782608695652
1279,1280,0,Owen Norrey,,0,Northern Mountain Clans,,,,,House Norrey,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0301003344481605
1280,1281,0,Pate of the Blue Fork,Ser,1,,,,,,House Frey,Amerei Frey,0,1,1,1,0,,,,1.0,1,1,,0,0,0,0.170568561872909
1281,1282,1,Patrek Mallister,,1,,,,,,House Mallister,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0769230769230769
1282,1283,1,Patrek Vance,,0,,264.0,,,,House Vance,,0,1,1,1,0,,,,,0,0,41.0,0,0,0,0.103678929765886
1283,1284,1,Perriane Frey,,0,,241.0,,,,House Haigh,Leslyn Haigh,0,1,1,1,1,,,,1.0,1,0,64.0,0,0,0,0.0735785953177257
1284,1285,1,Perra Frey,,0,,294.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,11.0,0,0,0,0.100334448160535
1285,1286,1,Perwyn Frey,Ser,1,,269.0,,,,House Frey,,1,1,1,1,1,,,,,0,1,36.0,0,0,0,0.0836120401337792
1286,1287,1,Philip Foote,Ser,1,,,,,,House Foote,,0,1,1,0,1,,,,,0,1,,0,0,0,0.0501672240802675
1287,1288,1,Philip Plumm,Lord,1,,,,,,House Plumm,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0301003344481605
1288,1289,1,Pono,KhalKo (formerly),0,Dothraki,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,0,0.060200668896321
1289,1290,1,Qarro Volentin,First Sword of Braavos,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046
1290,1291,0,Qarlton Chelsted,Master of Coin,1,,,,,,House Chelsted,,0,0,1,1,0,,,,,0,1,,0,0,1,0.357859531772575
1291,1292,0,Lord Commander Qorgyle,Lord Commander of the Night's Watch,1,,,,,,House Qorgyle,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0668896321070234
1292,1293,1,Quent,,1,Northmen,,,,,House Stark,,1,1,1,1,0,,,,,0,0,,0,0,0,0.0234113712374581
1293,1294,1,Quenten Banefort,Banefort,1,,,,,,House Banefort,,1,0,1,1,1,,,,,0,1,,0,0,0,0.0234113712374581
1294,1295,1,Quenton Hightower,Hightower,1,,,,,,House Hightower,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107023
1295,1296,0,Quentyn Ball,Ser,1,,,,,,House Ball,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0668896321070234
1296,1297,1,Quentyn Qorgyle,Sandstone,0,,,,,,House Qorgyle,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0234113712374581
1297,1298,1,Quincy Cox,Serthe Knight of Saltpans,1,,,,,,House Cox,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0334448160535117
1298,1299,1,Ragwyle,,0,Free Folk,,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0100334448160535
1299,1300,0,Ralf Kenning,CastellanCommander,1,Ironborn,,,,,House Kenning of Harlaw,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0468227424749163
1300,1301,0,Raymun Redbeard,King-Beyond-the-Wall,1,Free Folk,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0
1301,1302,1,Raynard,Septon,1,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0,0,0.020066889632107
1302,1303,0,Raynald Westerling,Ser,1,,,,,,House Westerling,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0702341137123745
1303,1304,0,Red Alyn of the Rosewood,,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0133779264214046
1304,1305,1,Raynard Ruttiger,Ser,0,,,,,,House Ruttiger,,0,0,0,1,1,,,,,0,1,,0,0,0,0.020066889632107
1305,1306,1,Raymund Frey,Ser,1,,264.0,,,,House Frey,Beony Beesbury,0,1,1,1,1,,,,1.0,1,1,41.0,0,0,0,0.177257525083612
1306,1307,1,Regenard Estren,Wyndhall,0,,,,,,House Estren,,1,0,1,1,1,,,,,0,1,,0,0,0,0.020066889632107
1307,1308,1,Renly Norcross,,1,,296.0,,,,House Norcross,,0,1,1,1,0,,,,,0,0,9.0,0,0,0,0.0836120401337792
1308,1309,1,Renfred Rykker,Duskendale,1,,,,,,House Rykker,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0234113712374581
1309,1310,0,Rhea Royce,Runestone,0,,,,,,House Royce,Daemon Targaryen,0,0,0,0,0,,,,0.0,1,1,,0,0,0,0.0936454849498327
1310,1311,1,Rennifer Longwaters,Chief Undergaoler,1,,,,,,House Longwaters,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0167224080267558
1311,1312,1,Rhea Florent,,0,,,,,,House Florent,Leyton Hightower,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.107023411371237
1312,1313,1,Rhogoro,Khalakka,1,Dothraki,,,,,,,1,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535
1313,1314,1,Rickard Ryswell,,1,Northmen,,,,,House Ryswell,,0,0,0,1,1,,,,,0,0,,0,0,0,0.040133779264214
1314,1315,0,Rickard Thorne,Ser,1,,,,,,House Thorne,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0267558528428093
1315,1316,1,Rickard Wylde,,0,,295.0,,,,House Wylde,,0,1,1,1,0,,,,,0,0,10.0,0,0,0,0.160535117056856
1316,1317,1,Robert Frey,,0,,286.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,19.0,0,0,0,0.060200668896321
1317,1318,1,Robert Flowers,Ser,1,,,,,,Kingsguard,,0,0,0,1,0,,,,,0,1,,0,0,0,0.060200668896321
1318,1319,0,Robert Brax,Ser,0,,,,,,House Brax,,0,1,1,0,0,,,,,0,1,,0,0,0,0.0468227424749163
1319,1320,1,Robin Hill,Lord Commander of the Night's Watch,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0568561872909698
1320,1321,0,Robin Flint,Lord of Flint's Finger,0,,,,,,House Flint of Widow's Watch,,1,1,1,1,0,,,,,0,1,,0,0,0,0.0501672240802675
1321,1322,1,Robin Moreland,Lord,1,,,,,,House Moreland,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0133779264214046
1322,1323,1,Robin Ryger,Ser,1,,237.0,,,,House Ryger,,1,1,1,1,1,,,,,0,1,68.0,0,0,0,0.0735785953177257
1323,1324,1,Rodrik Flint,Lord Commander of the Night's Watch,1,,,,,,House Flint,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0635451505016722
1324,1325,1,Rodrik Stark,King in the North,1,Northmen,,,,,House Stark,,1,0,0,0,0,,,,,0,1,,0,0,0,0.040133779264214
1325,1326,1,Rodrik Ryswell,Rills,1,Northmen,,,,,House Ryswell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.040133779264214
1326,1327,1,Roger Hogg,Ser,1,,,,,,House Hogg,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0267558528428093
1327,1328,1,Rodwell Stark,Winterfell,1,Northmen,,,,,House Stark,Myriame Manderly,0,1,0,0,0,,,,1.0,1,1,,0,0,0,0.130434782608695
1328,1329,1,Rolland Longthorpe,Longsister,0,,,,,,House Longthorpe,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0167224080267558
1329,1330,1,Rolland Uffering,Ser,1,,,,,,House Uffering,Rohanne Webber,0,0,0,0,0,,,,0.0,1,1,,0,0,0,0.0234113712374581
1330,1331,1,Ronel Rivers,,0,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0234113712374581
1331,1332,1,Ronald Connington,Knight of Griffin's Roost,1,,,,,,House Connington,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0334448160535117
1332,1333,1,Ronald Vance,Ser,1,,,,,,House Vance of Atranta,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0267558528428093
1333,1334,1,Roro Uhoris,Cobblecat,1,Tyroshi,,,,,,,0,0,1,0,1,,,,,0,1,,0,0,0,0.020066889632107
1334,1335,1,Royce Coldwater,Coldwater Burn,0,,,,,,House Coldwater,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107023
1335,1336,1,Rufus Leek,Ser,0,,,,,,House Leek,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0267558528428093
1336,1337,1,Rugen,Undergaoler,1,,,,,,,,1,0,1,1,0,,,,,0,1,,0,0,0,0.0234113712374581
1337,1338,1,Runcel Hightower,Lord Commander of the Night's Watch,1,,,,,,House Hightower,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0535117056856187
1338,1339,0,Rupert Brax,Ser,1,,,,,,House Brax,,0,1,1,0,0,,,,,0,1,,0,0,0,0.040133779264214
1339,1340,1,Rycherd Crane,Ser,0,,,,,,House Crane,Rylene Florent,0,1,1,1,0,,,,1.0,1,1,,0,0,0,0.0702341137123745
1340,1341,0,Ryam Redwyne,Ser,1,,,,,,House Redwyne,,1,1,1,1,0,,,,,0,1,,0,0,1,0.364548494983277
1341,1342,1,Ryam Florent,Ser,1,,,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,0,0,0.0635451505016722
1342,1343,1,Ryger Rivers,,1,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,1,1,0,0.0234113712374581
1343,1344,1,Ryella Frey,,0,,294.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,11.0,0,0,0,0.137123745819397
1344,1345,1,Ryella Royce,,0,,,,,,House Royce,Arwood Frey,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.140468227424749
1345,1346,1,Rylene Florent,,0,,,,,,House Florent,Rycherd Crane,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.0702341137123745
1346,1347,1,Ryon Allyrion,Ser,1,Dornish,,,,,House Allyrion,Ynys Yronwood,0,0,1,1,1,,,,1.0,1,1,,0,0,0,0.0535117056856187
1347,1348,0,Saera Targaryen,Princess,1,Valyrian,61.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,100.0,0,0,0,0.0702341137123745
1348,1349,1,Sallei Paege,,0,,,,,,House Paege,Jammos Frey,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.0802675585284281
1349,1350,1,Sandor Frey,,0,,287.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,18.0,0,0,0,0.147157190635451
1350,1351,1,Sarya Whent,Lady,0,,,,,,House Whent,Walder Frey,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.0301003344481605
1351,1352,1,Sarra Frey,,0,,285.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,20.0,0,0,0,0.137123745819397
1352,1353,0,Sawane Botley,Lordsport,1,Ironborn,,,,,House Botley,,0,1,1,1,0,,,,,0,1,,0,0,0,0.0903010033444816
1353,1354,1,Scolera,Septa,0,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0167224080267558
1354,1355,1,Sebaston Farman,Fair Isle,1,Westermen,,,,,House Farman,,0,0,0,1,1,,,,,0,1,,0,0,0,0.020066889632107
1355,1356,1,Selwyn Tarth,,1,,245.0,,,,House Tarth,,0,1,1,1,1,,,,,0,0,60.0,0,0,0,0.0635451505016722
1356,1357,1,Selmond Stackspear,Lord,0,,,,,,House Stackspear,,0,0,1,1,1,,,,,0,1,,0,0,0,0.020066889632107
1357,1358,1,Serala,Duskendale,0,Myrish,,,,,House Darklyn,Denys Darklyn,0,0,0,1,0,,,,1.0,1,1,,0,0,0,0.0434782608695652
1358,1359,1,Serwyn of the Mirror Shield,Ser,1,,,,,,Kingsguard,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0
1359,1360,1,Serra Frey,,0,,285.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,20.0,0,0,0,0.137123745819397
1360,1361,0,Shella Whent,Harrenhal,0,Rivermen,,,,,House Whent,Walter Whent,1,1,1,1,1,,,,1.0,1,1,,1,1,0,0.0802675585284281
1361,1362,1,Shierle Swyft,,0,,,,,,House Swyft,Melwyn Sarsfield,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.0267558528428093
1362,1363,1,Shiera Crakehall,,0,,,,,,House Crakehall,Damion Lannister,0,0,1,1,1,,,,1.0,1,0,,0,0,0,0.0668896321070234
1363,1364,1,Shirei Frey,,0,,292.0,,,,House Frey,,0,1,1,1,1,,,,,0,0,13.0,0,0,0,0.0434782608695652
1364,1365,1,Simon Staunton,Ser,1,,,,,,House Staunton,Rohanne Webber,0,0,0,0,0,,,,0.0,1,1,,0,0,0,0.0167224080267558
1365,1366,1,Sigfryd Harlaw,Master of Harlaw Hall,1,Ironborn,,,,,House Harlaw of Harlaw Hall,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0635451505016722
1366,1367,0,Lord Staunton,Rook's Rest,1,,,,,,House Staunton,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0167224080267558
1367,1368,1,Stannis Seaworth,,1,,289.0,,,,House Seaworth,,0,1,1,1,1,,,,,0,0,16.0,0,0,0,0.0568561872909698
1368,1369,1,Steffon Seaworth,,1,,293.0,,,,House Seaworth,,0,1,1,1,1,,,,,0,0,12.0,0,0,0,0.0635451505016722
1369,1370,1,Steffon Frey,,0,,263.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,42.0,0,0,0,0.100334448160535
1370,1371,1,Steffon Swyft,Ser,1,,,,,,House Swyft,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0301003344481605
1371,1372,0,Steffon Darklyn,Ser,0,,,,,,House Darklyn,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0936454849498327
1372,1373,1,Steffon Stackspear,Ser,0,,,,,,House Stackspear,,0,0,1,1,0,,,,,0,1,,0,0,0,0.020066889632107
1373,1374,1,Sumner Crakehall,Crakehall,1,,,,,,House Crakehall,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0267558528428093
1374,1375,1,Sylas Flatnose,King of the Iron Islands,1,Ironborn,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535
1375,1376,1,Sybell Spicer,Crag,0,,,,,,House Spicer,Gawen Westerling,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.0869565217391304
1376,1377,1,Symon Santagar,Ser,1,,,,,,House Santagar,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0167224080267558
1377,1378,1,Sybelle Glover,Deepwood Motte,0,Northmen,,,,,House Locke,Robett Glover,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.0702341137123745
1378,1379,1,Sylwa Paege,,0,,,,,,House Paege,Whalen Frey,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.0802675585284281
1379,1380,1,Symon Hollard,Ser,1,,,,,,House Hollard,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0434782608695652
1380,1381,1,Symond Templeton,Ser,0,,,,,,House Templeton,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0301003344481605
1381,1382,0,Symond Frey,,1,,252.0,,,,House Frey,Betharios of Braavos,0,1,1,1,1,,,,1.0,1,0,48.0,0,0,0,0.20066889632107
1382,1383,1,Tallad,Ser,1,,,,,,House Baratheon of King's Landing,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0468227424749163
1383,1384,1,Tanton Fossoway,Ser,0,,,,,,House Fossoway of Cider Hall,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0234113712374581
1384,1385,1,Ternesio Terys,Captain,1,Braavosi,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0234113712374581
1385,1386,1,Terrence Kenning,Kayce,0,,,,,,House Kenning of Kayce,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0167224080267558
1386,1387,1,Theodan Wells,Ser,0,Northmen,,,,,House Wells,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0167224080267558
1387,1388,0,Terrence Toyne,Ser,1,,,,,,House Toyne,,0,0,1,1,1,,,,,0,1,,0,0,0,0.040133779264214
1388,1389,1,Theodore Tyrell,Ser,1,,,,,,House Tyrell,Lia Serry,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.137123745819397
1389,1390,1,Theomar Smallwood,Acorn Hall,1,,,,,,House Smallwood,Ravella Swann,0,0,1,1,1,,,,1.0,1,1,,0,0,0,0.0434782608695652
1390,1391,1,Theomore Harlaw,Lord of the Ten TowersLord Harlaw of HarlawHarlaw of Harlaw,1,,,,,,House Harlaw,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0535117056856187
1391,1392,1,Tim Tangletongue,,0,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0133779264214046
1392,1393,1,Three-Tooth,Ten Towers,0,Ironborn,,,,,House Harlaw,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535
1393,1394,1,Titus Peake,Starpike,1,,,,,,House Peake,Margot Lannister,0,0,1,1,1,,,,1.0,1,1,,0,0,0,0.020066889632107
1394,1395,0,Tion Frey,,1,,279.0,,,,,,1,1,1,1,1,,,,,0,0,20.0,0,0,0,0.120401337792642
1395,1396,1,Todder,,1,,,,,,Night's Watch,,1,1,1,0,1,,,,,0,0,,0,0,0,0.0367892976588628
1396,1397,0,Tomard,,1,Northmen,249.0,,,,House Stark,,1,1,1,0,1,,,,,0,0,49.0,0,0,0,0.0635451505016722
